City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,Nantucket,41.2835,-70.0995,44.96,65,1,9.22,US,2021-12-05 02:49:57
294,Clyde River,70.4692,-68.5914,12.43,92,100,41.43,CA,2021-12-05 02:49:57
295,Kaabong,3.4836,34.1492,63.12,82,64,13.73,UG,2021-12-05 02:49:58
296,Belyy Yar,53.6039,91.3903,18.86,89,96,6.71,RU,2021-12-05 02:49:58
297,Gorlitz,51.1552,14.9885,36.88,89,100,4.0,DE,2021-12-05 02:47:45
298,Nouadhibou,20.931,-17.0347,65.97,69,100,13.98,MR,2021-12-05 02:49:58
299,Kinston,35.2627,-77.5816,57.31,76,1,4.61,US,2021-12-05 02:49:59
300,Atasu,48.6814,71.6433,22.42,80,100,2.68,KZ,2021-12-05 02:49:59
301,Codrington,-38.2667,141.9667,63.03,46,0,14.32,AU,2021-12-05 02:49:59
302,Tabuk,17.4189,121.4443,72.3,79,88,5.01,PH,2021-12-05 02:50:00
303,Okhotsk,59.3833,143.3,-10.66,88,100,11.68,RU,2021-12-05 02:48:52
304,Bowmore,34.9421,-79.3031,59.9,86,1,4.61,US,2021-12-05 02:50:00
305,Atar,20.5169,-13.0499,69.84,15,87,8.77,MR,2021-12-05 02:50:01
306,Sunbury,-37.5833,144.7333,70.84,48,40,1.01,AU,2021-12-05 02:50:01
307,Senanga,-16.1167,23.2667,68.04,82,94,1.83,ZM,2021-12-05 02:50:02
308,Sovetskaya Gavan,48.9723,140.2878,19.18,67,8,7.76,RU,2021-12-05 02:50:02
309,Pisco,-13.7,-76.2167,65.01,88,0,14.97,PE,2021-12-05 02:50:02
310,College,64.8569,-147.8028,-7.78,70,75,0.0,US,2021-12-05 02:50:03
311,Bandarbeyla,9.4942,50.8122,73.54,74,95,13.38,SO,2021-12-05 02:50:03
312,Trelew,-43.249,-65.3051,70.11,38,0,24.25,AR,2021-12-05 02:46:57
313,Nargana,9.4428,-78.5906,80.22,86,100,12.06,PA,2021-12-05 02:50:03
314,Westport,41.1415,-73.3579,46.22,73,1,5.01,US,2021-12-05 02:50:04
315,Caceres,39.522,-6.3748,40.8,96,21,5.57,ES,2021-12-05 02:50:04
316,Sioux Lookout,50.1001,-91.917,7.18,85,40,2.3,CA,2021-12-05 02:51:04
317,Vestmannaeyjar,63.4427,-20.2734,38.5,69,99,27.22,IS,2021-12-05 02:51:05
318,Rafai,4.95,23.9167,69.3,86,60,0.69,CF,2021-12-05 02:51:05
319,Newport,51.5877,-2.9984,45.18,85,90,24.79,GB,2021-12-05 02:49:58
320,Linxia,35.6003,103.2064,36.48,36,12,1.14,CN,2021-12-05 02:51:06
321,Lichtenburg,-26.152,26.1597,59.7,87,100,13.31,ZA,2021-12-05 02:51:06
322,Petropavlovsk-Kamchatskiy,53.0452,158.6483,28.99,40,40,8.95,RU,2021-12-05 02:49:28
323,Tabas,33.5959,56.9244,44.85,47,0,1.43,IR,2021-12-05 02:51:07
324,Lima,-12.0432,-77.0282,67.89,78,40,16.11,PE,2021-12-05 02:49:29
325,Clarence Town,-32.5833,151.7833,71.98,73,100,7.9,AU,2021-12-05 02:51:07
326,Araouane,18.9048,-3.5265,62.56,20,72,12.12,ML,2021-12-05 02:51:07
327,Pulaski,34.7668,-92.3001,59.31,74,90,5.01,US,2021-12-05 02:51:08
328,Oka,45.4649,-74.0889,24.94,81,100,2.3,CA,2021-12-05 02:51:08
329,La Quinta,33.6634,-116.31,73.56,39,1,5.75,US,2021-12-05 02:51:09
330,Taoudenni,22.6783,-3.9836,55.08,24,7,11.83,ML,2021-12-05 02:51:09
331,Hefei,31.8639,117.2808,51.82,43,87,6.71,CN,2021-12-05 02:51:09
332,Bolanos De Calatrava,38.9069,-3.6635,46.78,88,55,9.28,ES,2021-12-05 02:51:10
333,Japura,-0.3167,102.35,80.49,84,100,1.97,ID,2021-12-05 02:51:10
334,Senneterre,48.3835,-77.2328,8.82,97,94,2.98,CA,2021-12-05 02:51:10
335,Jasper,37.2001,-94.3502,57.67,51,90,4.0,US,2021-12-05 02:50:14
336,Kalmunai,7.4167,81.8167,80.38,79,1,3.33,LK,2021-12-05 02:51:11
337,Port Augusta,-32.5,137.7667,83.71,24,100,4.23,AU,2021-12-05 02:51:11
338,Villarrica,-25.75,-56.4333,72.95,57,13,3.83,PY,2021-12-05 02:51:12
339,Popova,42.9603,131.7228,15.89,62,1,8.23,RU,2021-12-05 02:51:12
340,Tuatapere,-46.1333,167.6833,51.82,89,100,6.82,NZ,2021-12-05 02:51:12
341,Aksha,50.2814,113.2867,28.31,62,3,16.44,RU,2021-12-05 02:51:13
342,Opuwo,-18.0607,13.84,64.63,26,75,2.33,NA,2021-12-05 02:51:13
343,Grand Gaube,-20.0064,57.6608,78.39,72,2,1.99,MU,2021-12-05 02:51:14
344,Kansanshi,-12.0951,26.4273,63.66,63,3,3.6,ZM,2021-12-05 02:51:14
345,Rosendal,59.9867,6.0135,34.75,66,98,9.08,NO,2021-12-05 02:51:14
346,Yeppoon,-23.1333,150.7333,87.58,64,8,14.41,AU,2021-12-05 02:51:15
347,Bandundu,-3.3167,17.3667,72.61,95,100,0.81,CD,2021-12-05 02:51:15
348,Solvychegodsk,61.3305,46.9156,4.32,92,100,8.39,RU,2021-12-05 02:51:16
349,Boa Vista,2.8197,-60.6733,80.58,69,0,6.91,BR,2021-12-05 02:51:16
350,Vieques,18.425,-65.8329,80.91,83,40,8.05,PR,2021-12-05 02:51:16
351,Callaway,30.153,-85.5699,60.01,94,1,0.0,US,2021-12-05 02:51:17
352,Vadso,70.0744,29.7487,-6.72,79,28,23.42,NO,2021-12-05 02:51:17
353,Kanniyakumari,8.0833,77.5667,80.85,73,43,4.54,IN,2021-12-05 02:51:18
354,Cockburn Town,21.4612,-71.1419,80.6,72,15,22.21,TC,2021-12-05 02:51:18
355,Zongozotla,19.9833,-97.7333,64.0,92,46,2.44,MX,2021-12-05 02:51:18
356,Port Shepstone,-30.7414,30.455,71.33,93,100,10.0,ZA,2021-12-05 02:51:19
357,Paamiut,61.994,-49.6678,31.46,99,99,14.36,GL,2021-12-05 02:51:19
358,Karlskrona,56.1616,15.5866,30.65,77,100,20.51,SE,2021-12-05 02:47:56
359,Monterey,36.2505,-121.2516,50.2,1,0,8.01,US,2021-12-05 02:51:19
360,Kenai,60.5544,-151.2583,8.02,87,90,4.61,US,2021-12-05 02:49:48
361,Kitimat,54.0524,-128.6534,25.18,95,37,0.2,CA,2021-12-05 02:50:27
362,Souillac,-20.5167,57.5167,78.37,83,75,3.44,MU,2021-12-05 02:52:20
363,Benito Juarez,19.385,-99.165,64.22,48,1,8.99,MX,2021-12-05 02:52:21
364,Bac Lieu,9.285,105.7244,76.32,62,71,7.38,VN,2021-12-05 02:52:21
365,Vao,-22.6667,167.4833,76.78,85,100,17.43,NC,2021-12-05 02:52:21
366,Anadyr,64.75,177.4833,4.62,96,100,21.21,RU,2021-12-05 02:52:21
367,Poum,-20.2333,164.0167,81.34,72,4,6.24,NC,2021-12-05 02:52:22
368,Pudozh,61.8099,36.5345,-14.76,99,27,3.62,RU,2021-12-05 02:52:22
369,Aklavik,68.2191,-135.0107,-21.28,86,4,7.76,CA,2021-12-05 02:50:40
370,Kiruna,67.8557,20.2251,-12.08,77,88,2.3,SE,2021-12-05 02:47:56
371,Gafargaon,24.4333,90.5667,73.38,71,100,4.16,BD,2021-12-05 02:52:23
372,Lotofaga,-13.9764,-171.8578,87.58,71,36,12.17,WS,2021-12-05 02:52:23
373,Hovd,48.0056,91.6419,19.58,58,6,0.65,MN,2021-12-05 02:52:24
374,Formosa Do Rio Preto,-11.0483,-45.1931,68.14,97,98,2.51,BR,2021-12-05 02:52:24
375,Jalu,29.0331,21.5482,54.39,74,0,10.33,LY,2021-12-05 02:52:24
376,Puerto Ayacucho,5.6639,-67.6236,75.54,87,83,3.33,VE,2021-12-05 02:52:25
377,Sena Madureira,-9.0656,-68.6569,75.29,93,100,1.19,BR,2021-12-05 02:52:25
378,Sur,22.5667,59.5289,72.81,57,12,4.61,OM,2021-12-05 02:52:25
379,Pangkalanbuun,-2.6833,111.6167,79.9,82,100,3.87,ID,2021-12-05 02:49:47
380,Coahuayana,18.7333,-103.6833,73.8,92,6,2.51,MX,2021-12-05 02:52:26
381,Mamakan,57.8161,114.0028,23.61,82,100,13.67,RU,2021-12-05 02:52:26
382,Port Hardy,50.6996,-127.4199,39.2,93,20,8.05,CA,2021-12-05 02:52:26
383,Teacapan,22.55,-105.75,73.49,77,82,5.46,MX,2021-12-05 02:52:27
384,Hamilton,39.1834,-84.5333,42.42,69,1,1.01,US,2021-12-05 02:48:50
385,Lorengau,-2.0226,147.2712,81.54,85,100,19.13,PG,2021-12-05 02:52:27
386,Husavik,66.0449,-17.3389,13.91,79,57,15.66,IS,2021-12-05 02:52:27
387,Yarada,17.65,83.2667,77.32,83,75,2.3,IN,2021-12-05 02:52:28
388,Roald,62.5833,6.1333,37.54,56,90,10.36,NO,2021-12-05 02:52:28
389,Coquimbo,-29.9533,-71.3436,58.73,88,20,5.75,CL,2021-12-05 02:52:28
390,Sao Felix Do Xingu,-6.6447,-51.995,72.39,98,100,0.74,BR,2021-12-05 02:52:29
391,Bubaque,11.2833,-15.8333,80.6,77,24,13.62,GW,2021-12-05 02:52:29
392,Pochutla,15.7432,-96.4661,77.83,67,0,3.31,MX,2021-12-05 02:52:29
393,Conde,-7.2597,-34.9075,78.26,89,75,6.91,BR,2021-12-05 02:52:30
394,Ammon,43.4696,-111.9666,48.81,48,1,4.0,US,2021-12-05 02:49:15
395,Manuk Mangkaw,4.8,119.85,82.47,75,100,8.97,PH,2021-12-05 02:52:30
396,Kavaratti,10.5669,72.642,81.1,77,28,10.33,IN,2021-12-05 02:52:30
397,Phuket,8.0,98.25,80.82,69,75,13.8,TH,2021-12-05 02:52:31
398,Inzhavino,52.3185,42.4937,26.71,80,100,2.53,RU,2021-12-05 02:52:31
399,Vanimo,-2.6741,141.3028,86.11,68,100,9.42,PG,2021-12-05 02:52:32
400,Xuddur,4.1213,43.8894,68.67,83,84,12.48,SO,2021-12-05 02:52:32
401,Bambous Virieux,-20.3428,57.7575,78.22,83,75,3.44,MU,2021-12-05 02:52:32
402,Avera,33.194,-82.5271,59.72,84,66,4.34,US,2021-12-05 02:49:32
403,Alofi,-19.0595,-169.9187,82.29,83,87,11.5,NU,2021-12-05 02:52:33
404,Bang Saphan,11.2126,99.5117,82.35,57,70,13.15,TH,2021-12-05 02:52:33
405,Yumen,40.2833,97.2,37.94,19,10,6.78,CN,2021-12-05 02:52:33
406,Pilar,-9.5972,-35.9567,80.53,93,84,4.61,BR,2021-12-05 02:52:34
407,Jurado,7.1053,-77.7641,75.97,94,93,3.15,CO,2021-12-05 02:53:34
408,Havre-Saint-Pierre,50.2334,-63.5986,23.59,67,1,13.8,CA,2021-12-05 02:53:34
409,Mbour,14.422,-16.9638,72.45,53,100,10.74,SN,2021-12-05 02:53:35
410,Maumere,-8.6199,122.2111,84.9,69,96,7.4,ID,2021-12-05 02:53:35
411,Thinadhoo,0.5333,72.9333,81.84,80,45,16.73,MV,2021-12-05 02:53:35
412,Pevek,69.7008,170.3133,-27.33,100,26,3.56,RU,2021-12-05 02:49:52
413,Santiago,-33.4569,-70.6483,75.85,37,0,5.75,CL,2021-12-05 02:50:37
414,Makat,47.6469,53.3463,31.64,76,42,11.05,KZ,2021-12-05 02:53:36
415,Korla,41.7597,86.1469,31.77,46,98,1.7,CN,2021-12-05 02:53:36
416,Lashio,22.9333,97.75,69.08,63,38,0.74,MM,2021-12-05 02:53:36
417,Constantine,36.365,6.6147,42.21,75,0,9.22,DZ,2021-12-05 02:49:30
418,Cayenne,4.9333,-52.3333,75.24,92,75,0.0,GF,2021-12-05 02:53:37
419,Okha,53.5739,142.9478,6.6,80,98,13.62,RU,2021-12-05 02:53:37
420,Ulladulla,-35.35,150.4667,65.88,56,100,9.62,AU,2021-12-05 02:52:14
421,Baykit,61.67,96.37,-5.71,96,99,2.59,RU,2021-12-05 02:53:38
422,Saquena,-4.6667,-73.5167,73.35,98,97,1.79,PE,2021-12-05 02:53:38
423,Xining,36.6167,101.7667,33.03,20,77,2.62,CN,2021-12-05 02:53:38
424,Ixtapa,20.7,-105.2,77.23,88,73,1.61,MX,2021-12-05 02:53:38
425,Kungurtug,50.5994,97.5228,9.79,87,46,0.65,RU,2021-12-05 02:53:39
426,Havelock,34.8791,-76.9013,58.95,87,100,5.99,US,2021-12-05 02:49:24
427,Grants Pass,42.439,-123.3284,52.48,88,90,0.0,US,2021-12-05 02:49:04
428,Numan,9.4667,12.0333,79.05,32,99,2.28,NG,2021-12-05 02:53:39
429,Anshun,26.25,105.9333,51.69,73,100,4.0,CN,2021-12-05 02:53:40
430,Riyadh,24.6877,46.7219,48.34,32,2,5.32,SA,2021-12-05 02:53:40
431,Cururupu,-1.8283,-44.8683,75.42,96,99,2.84,BR,2021-12-05 02:53:40
432,Lata,40.1629,-8.3327,51.82,78,77,7.18,PT,2021-12-05 02:53:40
433,Port Hedland,-20.3167,118.5667,107.65,12,27,13.8,AU,2021-12-05 02:53:41
434,Kuna,43.4918,-116.4201,55.2,100,1,8.05,US,2021-12-05 02:53:41
435,Camacari,-12.6975,-38.3242,80.37,94,12,4.32,BR,2021-12-05 02:53:41
436,Damavand,35.7178,52.065,31.84,37,2,5.55,IR,2021-12-05 02:53:42
437,Wawa,9.9022,4.4192,72.57,33,62,5.75,NG,2021-12-05 02:53:42
438,Mantua,45.1667,10.7833,42.28,89,100,1.99,IT,2021-12-05 02:53:42
439,Sao Domingos Do Maranhao,-5.5758,-44.3853,72.14,98,100,2.48,BR,2021-12-05 02:53:43
440,Pucara,-15.9803,-71.4606,39.33,88,94,3.04,PE,2021-12-05 02:53:43
441,Puerto Leguizamo,-0.1934,-74.7819,71.89,98,97,2.28,CO,2021-12-05 02:53:43
442,Prince Rupert,54.3161,-130.3201,35.29,95,75,4.61,CA,2021-12-05 02:53:44
443,Anloga,5.7947,0.8973,80.82,79,96,7.87,GH,2021-12-05 02:53:44
444,Basseterre,17.2948,-62.7261,79.18,92,17,20.07,KN,2021-12-05 02:53:44
445,Lodwar,3.1191,35.5973,79.09,59,48,11.36,KE,2021-12-05 02:53:44
446,Panaba,21.2833,-88.2667,67.69,87,4,6.73,MX,2021-12-05 02:53:45
447,Lompoc,34.6391,-120.4579,54.12,83,1,3.44,US,2021-12-05 02:53:45
448,Puerto Escondido,15.85,-97.0667,78.98,68,0,2.71,MX,2021-12-05 02:53:45
449,Laurel,39.0993,-76.8483,50.65,61,1,3.0,US,2021-12-05 02:53:46
450,Torbat-E Jam,35.244,60.6225,34.81,90,2,0.92,IR,2021-12-05 02:53:46
451,Youhao,47.8667,128.8333,27.43,67,25,8.43,CN,2021-12-05 02:53:47
452,Magadan,59.5667,150.8,-0.98,94,92,11.1,RU,2021-12-05 02:53:47
453,Royan,45.6285,-1.0281,46.78,70,90,23.22,FR,2021-12-05 02:53:47
454,Bureya,49.8133,129.8131,14.95,87,26,12.21,RU,2021-12-05 02:53:47
455,Nanortalik,60.1432,-45.2371,33.35,99,100,15.1,GL,2021-12-05 02:54:48
456,Oskemen,49.9565,82.6119,10.36,92,90,2.24,KZ,2021-12-05 02:54:48
457,Ordynskoye,54.3656,81.8994,22.66,95,100,10.58,RU,2021-12-05 02:54:48
458,Nabire,-3.3667,135.4833,87.64,60,100,1.61,ID,2021-12-05 02:50:43
459,Kuruman,-27.4524,23.4325,61.0,90,100,15.19,ZA,2021-12-05 02:54:49
460,Tonekabon,36.8163,50.8738,44.55,57,16,5.26,IR,2021-12-05 02:54:49
461,Yar-Sale,66.8333,70.8333,-21.28,98,17,4.59,RU,2021-12-05 02:54:49
462,Bani,18.2833,-70.3333,76.86,80,55,11.39,DO,2021-12-05 02:54:50
463,Bardiyah,31.7561,25.0865,62.82,68,64,30.85,LY,2021-12-05 02:54:50
464,Dongli,23.5656,116.8194,66.18,45,0,6.71,CN,2021-12-05 02:54:50
465,Kefamenanu,-9.4467,124.4781,88.47,52,93,2.82,ID,2021-12-05 02:54:51
466,Denpasar,-8.65,115.2167,83.86,79,20,12.66,ID,2021-12-05 02:54:51
467,Dharchula,29.85,80.5333,61.39,41,0,3.04,IN,2021-12-05 02:54:51
468,Gejiu,23.306,103.1635,49.51,66,32,2.98,CN,2021-12-05 02:54:52
469,Lagoa,39.05,-27.9833,63.1,78,14,10.96,PT,2021-12-05 02:54:52
470,Portland,45.5234,-122.6762,53.22,93,90,3.0,US,2021-12-05 02:53:49
471,Przasnysz,53.0191,20.8803,28.38,80,100,5.95,PL,2021-12-05 02:54:53
472,Shenzhen,22.5455,114.0683,68.94,49,59,5.82,CN,2021-12-05 02:53:48
473,Kasongo-Lunda,-6.4667,16.8167,69.93,99,100,0.83,CD,2021-12-05 02:54:53
474,Maxixe,-23.8597,35.3472,75.6,92,0,7.58,MZ,2021-12-05 02:54:54
475,Saint Anthony,45.0205,-93.218,31.93,76,90,1.99,US,2021-12-05 02:54:54
476,Port Lincoln,-34.7333,135.8667,64.67,59,100,8.97,AU,2021-12-05 02:54:54
477,Sterling,39.0062,-77.4286,50.29,58,1,1.01,US,2021-12-05 02:54:55
478,Yayva,59.3303,57.2641,25.99,89,100,7.4,RU,2021-12-05 02:54:55
479,Kosh-Agach,50.0,88.6667,6.12,89,53,2.57,RU,2021-12-05 02:54:55
480,Svetlogorsk,52.6333,29.7333,27.86,88,100,7.31,BY,2021-12-05 02:54:56
481,Andreyevo,55.9465,41.1505,20.17,90,70,4.0,RU,2021-12-05 02:54:56
482,Cap Malheureux,-19.9842,57.6142,78.48,72,1,1.99,MU,2021-12-05 02:54:56
483,Kitui,-1.367,38.0106,61.14,94,34,1.61,KE,2021-12-05 02:54:57
484,Kirksville,40.1948,-92.5833,38.05,43,1,3.0,US,2021-12-05 02:53:04
485,Palauig,15.435,119.9045,82.51,50,63,0.85,PH,2021-12-05 02:54:57
486,Amahai,-3.3333,128.9167,84.18,74,100,3.47,ID,2021-12-05 02:54:57
487,Boromo,11.75,-2.9333,72.99,16,26,5.46,BF,2021-12-05 02:54:58
488,Alice Springs,-23.7,133.8833,85.55,20,1,17.27,AU,2021-12-05 02:54:58
489,Viedma,-40.8135,-62.9967,57.43,54,6,12.24,AR,2021-12-05 02:54:58
490,Tainan,22.9908,120.2133,74.98,38,40,2.3,TW,2021-12-05 02:53:25
491,Samarai,-10.6167,150.6667,84.58,71,96,7.83,PG,2021-12-05 02:54:59
492,Kidal,18.4411,1.4078,71.6,16,100,6.93,ML,2021-12-05 02:54:59
493,Grand Forks,47.9417,-97.4337,25.79,86,90,9.22,US,2021-12-05 02:54:59
494,Grindavik,63.8424,-22.4338,32.47,74,0,12.66,IS,2021-12-05 02:55:00
495,Coari,-4.085,-63.1414,73.87,98,55,2.73,BR,2021-12-05 02:55:00
496,Maragogi,-9.0122,-35.2225,77.07,87,58,8.41,BR,2021-12-05 02:53:16
497,Homa Bay,-0.5273,34.4571,65.12,80,92,4.47,KE,2021-12-05 02:55:00
498,Lavrentiya,65.5833,-171.0,25.18,96,100,17.38,RU,2021-12-05 02:55:01
499,Kang,-23.6752,22.7876,68.32,70,100,10.92,BW,2021-12-05 02:55:01
500,Gladstone,-23.85,151.25,84.13,58,17,13.8,AU,2021-12-05 02:55:02
501,Hofn,64.2539,-15.2082,29.39,59,36,8.61,IS,2021-12-05 02:55:02
502,Teknaf,20.8624,92.3058,77.79,64,96,3.4,BD,2021-12-05 02:56:02
503,Vallenar,-28.5708,-70.7581,70.12,37,6,3.2,CL,2021-12-05 02:56:02
504,Smirnykh,49.75,142.8333,15.87,71,57,3.11,RU,2021-12-05 02:56:03
505,Ahuimanu,21.4447,-157.8378,71.46,74,100,14.18,US,2021-12-05 02:56:03
506,Ljungby,56.8332,13.9408,28.81,89,95,13.02,SE,2021-12-05 02:56:04
507,Lahaina,20.8783,-156.6825,76.75,69,100,17.11,US,2021-12-05 02:51:49
508,High Rock,26.6208,-78.2833,64.42,61,91,9.8,BS,2021-12-05 02:56:04
509,Orel-Izumrud,43.4583,39.9244,48.22,57,90,8.95,RU,2021-12-05 02:56:05
510,Naryan-Mar,67.6713,53.087,19.4,85,91,10.09,RU,2021-12-05 02:56:05
511,Matara,5.9485,80.5353,80.85,81,44,3.65,LK,2021-12-05 02:56:05
512,Cerritos,33.8583,-118.0648,61.09,86,1,5.99,US,2021-12-05 02:55:30
513,Esil,51.9556,66.4042,20.37,88,94,8.34,KZ,2021-12-05 02:56:06
514,Nikolayevsk-Na-Amure,53.1406,140.73,6.51,78,96,6.08,RU,2021-12-05 02:56:06
515,Paso De Los Toros,-32.8167,-56.5167,64.74,81,8,10.04,UY,2021-12-05 02:56:06
516,Half Moon Bay,37.4636,-122.4286,54.88,87,90,11.5,US,2021-12-05 02:56:07
517,Mpanda,-6.3655,31.0409,69.78,62,93,2.86,TZ,2021-12-05 02:56:07
518,Milkovo,54.7167,158.6167,19.49,72,62,10.42,RU,2021-12-05 02:56:07
519,Sakakah,29.9697,40.2064,54.97,39,71,4.47,SA,2021-12-05 02:56:08
520,Puerto Baquerizo Moreno,-0.9,-89.6,68.47,88,27,7.99,EC,2021-12-05 02:56:08
521,Hudiksvall,61.729,17.1036,18.99,76,100,7.2,SE,2021-12-05 02:56:08
522,Padang,-0.9492,100.3543,77.05,84,99,3.47,ID,2021-12-05 02:56:09
523,San Juan,-31.5375,-68.5364,67.1,61,98,5.75,AR,2021-12-05 02:56:09
524,Pedasi,7.5333,-80.0333,78.06,85,69,12.3,PA,2021-12-05 02:56:09
525,Orlik,52.5178,99.825,8.46,85,27,5.06,RU,2021-12-05 02:56:10
526,Tahe,52.3333,124.7333,9.91,83,100,2.66,CN,2021-12-05 02:56:10
527,Sabang,5.8933,95.3214,81.79,74,23,11.61,ID,2021-12-05 02:56:10
528,Arroyos Y Esteros,-25.0667,-57.1,80.35,45,82,5.55,PY,2021-12-05 02:56:11
529,Raudeberg,61.9875,5.1352,36.27,94,100,1.99,NO,2021-12-05 02:56:11
530,Preobrazheniye,42.9019,133.9064,33.17,35,0,11.7,RU,2021-12-05 02:56:11
531,Dinghai,26.2847,119.7936,58.12,66,100,13.2,CN,2021-12-05 02:56:12
532,Mizdah,31.4451,12.9801,41.79,72,0,7.61,LY,2021-12-05 02:56:12
533,Pudem,58.3044,52.1675,22.14,90,99,14.29,RU,2021-12-05 02:56:12
534,Shangrao,28.4532,117.9686,58.03,50,0,4.25,CN,2021-12-05 02:56:13
535,Vikhorevka,56.1201,101.1636,20.79,85,99,14.12,RU,2021-12-05 02:56:13
536,Nianzishan,47.5167,122.8833,25.92,61,5,2.01,CN,2021-12-05 02:56:13
537,Moron,-34.6534,-58.6198,69.98,82,97,5.01,AR,2021-12-05 02:56:14
538,Dabakala,8.3667,-4.4333,76.08,53,59,4.52,CI,2021-12-05 02:56:14
539,Waipawa,-41.4122,175.5153,67.03,57,47,12.77,NZ,2021-12-05 02:56:14
540,Houston,29.7633,-95.3633,72.09,89,75,3.0,US,2021-12-05 02:53:59
541,Guilin,25.2819,110.2864,55.51,41,1,2.91,CN,2021-12-05 02:56:15
542,Swan Hill,-35.3378,143.5544,77.34,14,0,5.28,AU,2021-12-05 02:56:15
543,Guaruja,-23.9931,-46.2564,76.15,26,18,4.68,BR,2021-12-05 02:56:15
544,San Quintin,30.4833,-115.95,58.5,87,73,13.58,MX,2021-12-05 02:56:16
545,Yazoo City,32.8551,-90.4056,63.34,91,43,1.05,US,2021-12-05 02:52:35
546,Porto Novo,6.4965,2.6036,82.22,86,100,3.76,BJ,2021-12-05 02:56:16
547,Nioro,13.35,-15.75,73.56,58,100,4.05,GM,2021-12-05 02:56:17
548,Winnemucca,40.973,-117.7357,47.1,44,76,4.76,US,2021-12-05 02:57:17
549,Klichka,50.4457,117.996,18.88,87,28,5.03,RU,2021-12-05 02:57:17
550,Jardim,-21.4803,-56.1381,77.76,57,100,3.11,BR,2021-12-05 02:57:18
551,Greenville,35.6127,-77.3663,56.28,80,1,3.44,US,2021-12-05 02:57:18
552,Estevan,49.1334,-102.9842,26.94,93,90,17.27,CA,2021-12-05 02:57:18
553,Nome,64.5011,-165.4064,12.27,85,90,20.71,US,2021-12-05 02:57:19
554,Ashcroft,50.7165,-121.2859,30.58,82,93,2.8,CA,2021-12-05 02:57:19
555,Santa Maria Del Oro,25.9333,-105.3667,60.44,32,100,0.81,MX,2021-12-05 02:57:19
556,Iacu,-12.7672,-40.2117,70.14,91,3,1.52,BR,2021-12-05 02:57:20
557,Najran,17.4924,44.1277,50.65,40,0,2.08,SA,2021-12-05 02:57:20
558,Ulaangom,49.9811,92.0667,6.8,75,7,4.18,MN,2021-12-05 02:57:20
559,Mandalgovi,45.7625,106.2708,29.05,38,2,18.54,MN,2021-12-05 02:57:21
560,Cervo,43.6702,-7.4101,49.19,77,91,24.45,ES,2021-12-05 02:57:21
561,Portoferraio,42.8115,10.3146,59.97,63,1,16.2,IT,2021-12-05 02:57:21
562,Klaksvik,62.2266,-6.589,38.32,57,99,19.39,FO,2021-12-05 02:57:21
563,Chuy,-33.6971,-53.4616,63.57,93,99,7.11,UY,2021-12-05 02:57:23
564,Batticaloa,7.7102,81.6924,80.02,81,1,3.94,LK,2021-12-05 02:57:23
565,General Roca,-39.0333,-67.5833,66.6,50,0,18.54,AR,2021-12-05 02:57:23
566,Moerai,-22.4333,-151.3333,78.19,74,92,9.35,PF,2021-12-05 02:57:24
567,Kiama,-34.6833,150.8667,68.38,63,85,1.99,AU,2021-12-05 02:57:24
568,Oistins,13.0667,-59.5333,80.69,69,40,18.41,BB,2021-12-05 02:52:27
569,Canon City,38.441,-105.2424,54.41,54,1,8.01,US,2021-12-05 02:57:25
570,Kamenka,51.3223,42.7678,25.75,81,100,5.93,RU,2021-12-05 02:57:25
571,Tahoua,14.8888,5.2692,69.84,15,1,10.65,NE,2021-12-05 02:57:25
572,Yalutorovsk,56.6536,66.3006,31.33,89,100,15.1,RU,2021-12-05 02:57:25
573,Hokitika,-42.7167,170.9667,62.29,98,100,16.73,NZ,2021-12-05 02:57:26
574,Araguacu,-12.9306,-49.8264,73.04,96,74,5.66,BR,2021-12-05 02:57:26
575,Santa Rosa,14.3122,121.1114,85.08,64,99,18.07,PH,2021-12-05 02:57:26
576,Brigantine,39.4101,-74.3646,44.02,94,62,8.39,US,2021-12-05 02:57:27
577,Bolkhov,53.4433,36.0044,27.46,92,100,7.0,RU,2021-12-05 02:57:27
578,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,72.36,99,92,0.2,BR,2021-12-05 02:57:27
579,Pitimbu,-7.4706,-34.8086,79.39,84,44,10.6,BR,2021-12-05 02:57:27
580,Ingham,42.6,-84.3833,34.18,68,75,0.0,US,2021-12-05 02:57:28
581,Parsons,37.3403,-95.2611,57.81,58,78,11.54,US,2021-12-05 02:52:49
582,Sao Filipe,14.8961,-24.4956,75.27,75,100,8.03,CV,2021-12-05 02:57:28
583,Ozernovskiy,51.5,156.5167,28.96,75,100,16.51,RU,2021-12-05 02:57:29
584,Solnechnyy,50.7214,136.6319,10.11,75,83,6.24,RU,2021-12-05 02:57:29
585,Matay,28.419,30.7792,59.02,42,92,9.62,EG,2021-12-05 02:57:29
586,Namatanai,-3.6667,152.4333,86.43,67,100,10.83,PG,2021-12-05 02:57:30
587,Khor,47.8861,134.9464,12.07,79,58,8.43,RU,2021-12-05 02:57:30
588,Wajid,3.8093,43.2471,72.03,72,100,12.71,SO,2021-12-05 02:57:30
589,Svobodnyy,51.4,128.1333,11.25,93,100,8.46,RU,2021-12-05 02:57:30
590,Inzer,54.2167,57.5556,33.76,97,100,8.68,RU,2021-12-05 02:57:31
